,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,14,142,0.00036967348093886035,5
1,859,0,13,1,0.00442202400230242,16
2,298,0,6,22,0.0001822430995393916,1
3,553,0,5,3,0.00018298684474814776,0
4,672,0,37,16,0.0011479645644222945,18
5,971,0,4,2,0.0005626947069431728,0
6,27,0,10,1,0.0003774765947528127,7
7,231,0,4,1,0.0014727623647174384,1
8,306,0,9,1,0.00042340430382708356,4
9,706,0,2,1,0.0014269053558539477,1
10,496,0,29,2,0.0012899191390444496,29
11,558,0,6,1,0.001243423208819494,1
12,784,0,21,1,0.0019133254850380265,9
13,239,0,4,1,0.0006644123678858946,1
14,578,0,63,1,0.0012564427468713811,71
15,55,0,10,1,0.001966709407344843,4
16,906,0,7,13,0.00084076554438471,2
17,175,0,11,31,0.00033232884831537493,5
18,14,0,10,22,0.000358260776135605,9
19,77,0,12,1,0.0015678973742779985,2
20,31,0,35,2,0.0009601167373543316,74
21,481,0,2,1,0.0010400365961270763,0
22,310,0,2,1,0.00016422550278023904,2
23,311,0,1,1,0.0013139721260655142,3
24,883,0,9,1,0.004754583963628473,19
25,788,0,2,1,0.00019682413456596743,0
26,45,0,3,3,0.00164437509060339,17
27,103,0,2,1,0.001036204123061683,0
28,760,0,12,1,0.001636868391836365,7
29,1,0,3,12,0.00017887132916873485,0
30,823,0,15,10,0.0002861084422364895,6
31,710,0,15,1,0.00032648014389566554,7
32,614,0,4,32,0.0001924340852386183,1
33,790,0,31,1,0.002394226898616741,7
34,408,0,14,1,0.003253620740738087,8
35,736,0,1,1,0.001396700752747501,0
36,957,0,3,1,0.00031731758163619793,2
37,366,0,4,1,0.00021174800649143745,1
38,918,0,29,1,0.0028229150727295377,23
39,267,0,5,1,0.0001929360712294246,0
40,230,0,3,1,0.00018417070740876914,2
41,996,0,1,1,0.001436075497822865,0
42,635,0,11,18,0.00022452795337226687,3
43,698,0,4,1,0.002356652713585213,1
44,251,0,8,1,0.0019671855408632958,0
45,783,0,6,1,0.0013290920146965615,0
46,819,0,5,13,0.00037784284769931957,0
47,141,0,8,1,0.00020804517695562161,1
48,316,0,2,1,0.00016377877625008337,0
49,587,0,10,1,0.001270628081007901,0
50,331,0,5,5,0.0002392268208346978,0
51,295,0,44,87,0.0007098153116578928,31
52,262,0,17,1,0.0024113423285793247,6
53,432,0,3,1,0.0028736975356622686,8
54,862,0,76,12,0.0013676396284170418,34
55,582,0,2,8,0.000219508684689448,0
56,272,0,5,1,0.002438852447933429,1
57,270,0,26,1,0.0005490844322952053,10
58,987,0,17,62,0.0007133067680339788,5
59,319,0,7,11,0.0002692296799969701,2
60,569,0,8,1,0.0016899896819331894,0
61,643,0,12,1,0.001505446856393598,2
62,142,0,4,1,0.0012550720067027793,2
63,202,0,40,82,0.0007555428401939825,17
64,413,0,9,1,0.002126033322452376,1
65,196,0,12,2,0.0003256280914207456,29
66,264,0,4,1,0.0001993406192852962,1
67,531,0,5,9,0.00018585410380751315,0
68,252,0,3,1,0.0013478594586900667,2
69,576,0,6,14,0.00021312224494743196,2
70,738,0,7,18,0.0005581944655600881,2
71,299,0,5,1,0.0006075515457724073,8
72,740,0,35,32,0.0006180817393966954,16
73,247,0,4,1,0.00224824187069198,0
74,926,0,4,20,0.0001621233700360853,1
75,412,0,10,1,0.004522617907425473,6
76,389,0,6,1,0.001295202813881949,2
77,796,0,17,13,0.00047218179253331747,29
78,601,0,20,18,0.0004771162359621315,23
79,654,0,30,10,0.0007068917708221766,14
80,261,0,8,1,0.001531907884470094,2
81,456,0,19,1,0.0016245450545780097,4
82,386,0,3,1,0.0003034631235962179,0
83,982,0,2,1,0.0017816760087125722,3
84,909,0,17,1,0.0006968755062604458,4
85,693,0,8,67,0.00042188511020432856,0
86,236,0,8,1,0.0005781281976633134,4
87,501,0,19,1,0.001751008112724398,6
88,497,0,3,12,0.000179339414032946,0
89,874,0,2,56,0.0003013506916593988,1
90,452,0,28,7,0.001146263925198621,17
91,494,0,10,1,0.0013778782019859,0
92,923,0,3,1,0.00018481023796124152,0
93,279,0,5,1,0.00017727114774949607,0
94,638,0,5,31,0.0002045965067078715,2
95,485,0,3,1,0.0001546641743551588,0
96,568,0,1,1,0.00015857126688190103,0
97,108,0,0,46,0.0001500000000000001,0
98,367,0,8,13,0.00034507717055742664,0
99,644,0,10,1,0.0006189888544713525,1
100,785,0,20,1,0.0016084876192409593,3
101,873,0,14,29,0.0002460690580834334,14
102,65,0,5,1,0.0018541100100454256,2
103,902,0,5,1,0.00018551312097324726,2
104,317,0,54,1,0.004164000209106298,20
105,636,0,5,1,0.0023255701943257602,8
106,666,0,24,23,0.0004929114120387374,9
107,789,0,4,7,0.0004411703875230488,0
108,958,0,9,10,0.00031414309177010634,0
109,214,0,8,1,0.002488617447122784,3
110,97,0,5,1,0.00046784735252969616,0
111,583,0,13,1,0.0018030488321726112,7
112,466,0,8,1,0.00048382696788305986,4
113,523,0,10,3,0.0005247072590165272,4
114,255,0,10,3,0.0004299612033075087,7
115,385,0,4,11,0.00018048768406729086,0
116,545,0,2,1,0.0013534737992070905,0
117,382,0,35,1,0.0024368543579061978,15
118,489,0,3,1,0.0014668008680322983,0
119,513,0,14,1,0.0019411785287473625,1
120,780,0,25,1,0.0005914170517002689,11
121,904,0,35,1,0.005329632940811466,14
122,122,0,7,1,0.0019750855424120473,8
123,946,0,28,16,0.0005098482456524437,24
124,60,0,9,12,0.0002947512758456009,11
125,844,0,62,1,0.0014282502826243393,33
126,372,0,15,1,0.00030121084682219293,4
127,283,0,12,1,0.002393205280720513,1
128,939,0,3,1,0.0012114968403319527,1
129,608,0,6,2,0.00019965132142053352,2
130,495,0,2,1,0.0002946969068590211,2
131,630,0,2,1,0.0010377713667226215,0
132,596,0,5,14,0.00028306227720424176,10
133,713,0,5,1,0.003501931762621612,9
134,753,0,33,1,0.0026189006356956194,28
135,624,0,22,13,0.0006315513628784295,17
136,312,0,31,8,0.0007619282384071883,24
137,8,0,8,23,0.00025320915394469565,2
138,529,0,8,1,0.0012901950691236543,7
139,876,0,1,3,0.0002656486802129606,0
140,101,0,28,1,0.0006620837831670729,7
141,615,0,2,1,0.0012594962709722782,1
142,520,0,10,1,0.0013289276276033635,0
143,249,0,7,16,0.00035779440572743335,3
144,278,0,31,1,0.0027120602819330486,16
