,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,27,162,0.0005031680607807553,41
1,859,0,4,1,0.001455859705910267,1
2,298,0,8,18,0.0011684426760713202,8
3,553,0,4,1,0.00044793622222459107,2
4,672,0,37,23,0.0005679707637870555,17
5,971,0,4,2,0.0004967199201460422,0
6,27,0,10,1,0.0016207735685785153,3
7,231,0,7,1,0.0010481434297357017,37
8,306,0,20,1,0.0021522007292422234,190
9,706,0,2,1,0.00025974144810961064,0
10,496,0,63,3,0.0011281496419452747,72
11,558,0,4,1,0.0013523619591909394,4
12,784,0,19,1,0.004984438400955382,25
13,239,0,11,1,0.00028250430951964634,7
14,578,0,37,1,0.004184340484286201,191
15,55,0,7,1,0.0015757067967008711,2
16,906,0,38,12,0.0008666418074221953,73
17,175,0,3,24,0.0003472655640702136,0
18,14,0,3,23,0.00018120629714307577,3
19,77,0,8,1,0.0025458388266392626,75
20,31,0,23,2,0.0008554136405072926,10
21,481,0,3,1,0.0011792615914661753,2
22,310,0,5,1,0.0018374885507551064,2
23,311,0,3,1,0.0010529299089836325,3
24,883,0,13,1,0.0006037287933526223,4
25,788,0,20,1,0.0022954327831272454,9
26,45,0,9,1,0.00026522680972965146,5
27,103,0,9,1,0.00210971294474416,15
28,760,0,17,1,0.0002964353869383663,15
29,1,0,3,6,0.0003884524806030095,0
30,823,0,15,10,0.0002562310931229748,3
31,710,0,6,1,0.0002632122014637224,2
32,614,0,20,29,0.00035401703124882973,4
33,790,0,24,1,0.001745195085373373,32
34,408,0,20,1,0.00036547551681693564,8
35,736,0,1,1,0.00015605535236780672,0
36,957,0,6,1,0.00019250711845415156,2
37,366,0,16,1,0.0015260623628461129,16
38,918,0,5,1,0.002096601126829341,0
39,267,0,14,1,0.0026733750764126934,12
40,230,0,1,1,0.0010642953744945877,0
41,996,0,5,1,0.0028735310744566673,1
42,635,0,5,10,0.00036482444030648775,1
43,698,0,1,1,0.0011311232090760643,0
44,251,0,4,1,0.0001904733838152699,1
45,783,0,12,1,0.0016752903593615508,3
46,819,0,32,17,0.0005992828614349519,11
47,141,0,28,1,0.00041846821969195025,9
48,316,0,2,2,0.00016113786685542913,1
