,node,minority,indegree,outdegree,pagerank,wtf
0,993,0,11,125,0.00032946056809905896,2
1,859,0,9,1,0.0027318134678925824,4
2,298,0,11,22,0.00022382230370062973,0
3,553,0,8,5,0.00021509696508752055,3
4,672,0,6,17,0.00018335034987778493,0
5,971,0,6,2,0.0006176366824001943,0
6,27,0,4,1,0.00029582577482261497,0
7,231,0,9,1,0.0016084970675974905,3
8,306,0,2,1,0.00015584764756614155,0
9,706,0,8,1,0.0017061319087547265,182
10,496,0,11,2,0.0003259183687652878,1
11,558,0,7,1,0.0018778475470961338,6
12,784,0,16,1,0.000292967467993462,9
13,239,0,23,1,0.0018399804970915259,7
14,578,0,17,1,0.00045413180238468065,174
15,55,0,4,1,0.0013918291940607057,2
16,906,0,9,17,0.00028467051880608896,9
17,175,0,2,20,0.00016626113145709286,0
18,14,0,12,24,0.0002750025519556897,5
19,77,0,7,1,0.0002920472887535452,2
20,31,0,6,1,0.0017268825174513584,1
21,481,0,6,1,0.0018703410386086308,7
22,310,0,3,1,0.002184324178788614,9
23,311,0,2,1,0.0012161565442732915,1
24,883,0,6,1,0.0014321807163518553,1
25,788,0,3,1,0.001087363732186043,0
26,45,0,3,3,0.0005115322949325294,0
27,103,0,9,1,0.0022802463422204647,5
28,760,0,3,1,0.001272837774469032,0
29,1,0,7,5,0.0002314986443590755,3
30,823,0,9,15,0.00035945883131545815,2
31,710,0,10,1,0.0015446409752484533,6
32,614,0,6,19,0.0001974797245810004,1
33,790,0,16,1,0.00043426689207439975,6
34,408,0,6,1,0.0011171457539325075,1
35,736,0,3,1,0.00017312051817293034,1
36,957,0,3,1,0.0017384713608285716,5
37,366,0,4,1,0.0002496404748852966,1
38,918,0,11,1,0.00047921534345046296,1
39,267,0,3,1,0.00015525157259007255,0
40,230,0,6,1,0.0013726191728716168,6
41,996,0,7,1,0.0012686492373109324,4
42,635,0,4,14,0.00017636098971808188,0
43,698,0,1,1,0.00022863390419749322,0
44,251,0,1,1,0.001231873394263783,0
45,783,0,2,1,0.0041468304528664264,28
46,819,0,18,14,0.0004817347808872846,10
47,141,0,4,1,0.0011711756636889827,0
48,316,0,3,2,0.0004979496432553832,0
49,587,0,20,1,0.0012971559952898173,13
50,331,0,8,2,0.0008110457808235321,1
51,295,0,10,85,0.00019767597876542333,2
52,262,0,6,1,0.0013816686277049442,4
53,432,0,5,1,0.00019410369985962023,1
54,862,0,32,17,0.0006806061197671089,64
55,582,0,5,10,0.0002125740946582568,2
56,272,0,2,1,0.0013547240048128073,2
57,270,0,7,1,0.002430309106857464,9
58,987,0,2,44,0.00031578497533883536,0
59,319,0,4,16,0.00020124529293786682,4
60,569,0,6,1,0.00022064735767342715,0
61,643,0,5,1,0.0017681282209972714,4
62,142,0,1,1,0.00015422193996876698,0
63,202,0,8,77,0.0002624513344289919,13
64,413,0,6,1,0.002530472175540593,59
65,196,0,7,1,0.0014646925748683062,2
66,264,0,6,1,0.0012963667837743063,2
67,531,0,5,2,0.0007748026766371387,4
68,252,0,3,1,0.001719630673235005,2
69,576,0,11,17,0.0002760171153111307,8
70,738,0,4,28,0.00047431383383078325,0
71,299,0,4,1,0.0017610210233573276,0
72,740,0,3,31,0.00016110265417723706,0
73,247,0,6,1,0.0013018514700847844,2
74,926,0,1,18,0.00016650656421665367,0
75,412,0,10,1,0.0013347894277904956,5
76,389,0,12,1,0.0013615542586009625,2
77,796,0,4,14,0.00019590771714587485,1
78,601,0,1,19,0.00015429366952951268,0
79,654,0,9,10,0.00020182035666154303,0
80,261,0,13,1,0.001296352948170903,134
81,456,0,9,1,0.001397491372137952,1
82,386,0,3,1,0.001248417275523548,0
83,982,0,4,1,0.0013972380554666567,1
84,909,0,8,1,0.0002858040115803089,0
85,693,0,3,57,0.0003429081144173045,0
86,236,0,3,1,0.0010252618022725175,0
87,501,0,3,1,0.00016752833438781752,0
88,497,0,9,20,0.0003385669493676001,4
89,874,0,14,61,0.0002591911481264721,8
90,452,0,3,2,0.001264667252159599,0
91,494,0,4,1,0.001110147048175223,0
92,923,0,6,1,0.001502937532740306,1
93,279,0,10,1,0.0025058274393782772,8
94,638,0,9,33,0.0002519365246506886,0
95,485,0,4,1,0.00024583859285987243,7
96,568,0,6,1,0.0022762645027645484,10
97,108,0,8,38,0.00019731147205857217,0
98,367,0,7,11,0.00019901962420299386,2
99,644,0,10,1,0.00027398351482608736,2
100,785,0,11,1,0.0016082948516821583,4
101,873,0,9,31,0.00046216893064631565,0
